age,male,friend_cnt,avg_friend_age,avg_friend_male,friend_country_cnt,subscriber_friend_cnt,songsListened,lovedTracks,posts,playlists,shouts,binary,tenure,country,text
22,1,1,21,0,0,0,374,0,0,0,1,0,10,1,flickrioz
20,1,1,21,0,1,0,0,0,0,0,1,0,10,0,ginotagle08
19,0,1,19,0,1,0,0,0,0,0,2,0,10,0,samaranobres
21,0,1,16,0,1,0,2,2,0,1,1,0,10,0,beeellaa
21,0,1,24,1,1,0,1217,8,8,1,13,0,10,0,heartmayer
23,1,1,23,1,1,0,860,13,0,0,1,1,10,0,jurgen883
19,1,1,19,1,1,1,540,0,0,0,1,0,10,0,crazymonkey-dk
17,1,1,19,1,1,0,2659,0,0,0,2,0,10,0,renanzinhu93
18,0,1,19,1,1,0,341,13,0,0,1,0,10,0,mirukibo
21,1,1,16,1,1,0,54,22,0,1,2,0,10,0,yeroha-satanist
21,0,2,22,0.5,1,0,12799,46,2,0,1,0,9,1,gardnerma
17,1,2,20,1,1,0,267,58,0,1,2,0,9,0,rupeshadh
25,0,2,28,0,1,0,304,0,0,0,1,0,9,0,angiepengi
24,1,2,19,1,1,0,604,1,0,1,1,0,9,0,vladimir108
16,0,2,21,0.5,1,0,256,3,0,0,1,0,9,0,lastfiambre
16,1,1,24,1,1,0,2891,73,0,0,1,0,9,1,fullmoonscarf
13,0,1,28,0,1,0,50,0,0,0,3,0,9,0,danialecano
28,0,1,27,0,0,0,5533,0,0,0,2,0,9,1,kristinawithak
22,0,1,21,0,1,0,108,2,0,0,1,0,9,1,beezyybearr
19,1,1,20,0,1,0,621,0,0,0,2,0,9,0,jonathasychoski
18,0,2,18,0,1,0,0,0,0,2,1,0,9,1,marleybuu
19,1,1,18,0,1,0,430,37,0,0,0,0,9,0,guibrenneisen
64,0,5,60,0.75,2,1,114,90,0,11,11,0,9,1,suthrngentry
11,1,1,21,1,1,0,120,10,0,0,1,0,9,0,killidan
22,0,1,21,1,1,0,301,0,0,0,1,0,9,1,xqueenbee69x
36,1,1,20,1,1,0,537,29,0,1,0,0,9,0,rmiracle74
19,1,1,20,1,1,0,4,0,0,1,0,0,9,1,chasewest
15,0,1,19,1,1,0,22,0,0,0,1,0,9,0,sabrinarr
21,1,1,23,1,1,0,7783,30,0,0,1,0,8,1,georger90
18,0,1,20,1,1,0,2181,3,0,1,1,0,8,0,missjoylawlezz
26,1,2,27,0,1,0,26,12,0,1,1,0,8,0,lvigor
21,0,1,25,1,1,0,804,2,0,1,2,0,8,0,tshanak
20,0,1,20,0,1,0,0,0,0,0,1,0,8,0,anyaborodina
37,0,1,16,0,1,0,127,0,0,2,0,0,8,0,elisfashion
19,1,2,20,0.5,1,0,39,0,0,0,3,0,8,0,roger569
26,1,1,19,1,1,0,0,2,1,0,1,0,8,0,fero-frank
20,0,1,17,1,1,0,0,0,0,0,0,0,8,0,nara_redbird
14,0,2,18,1,2,0,6428,0,0,0,9,0,7,1,emmabernhardt
15,0,1,23,0,1,0,2876,2,0,1,2,0,7,0,nessavalls
26,0,2,26,1,1,0,782,178,0,0,7,0,7,0,no-baka
23,1,1,23,1,1,0,944,4,0,0,0,0,7,0,sgaldava
23,0,1,24,0,1,0,2880,1,0,0,1,0,7,0,barbiecandance
27,0,1,29,1,1,0,21,18,0,0,0,0,7,0,magdzia167
22,1,1,22,1,1,0,434,9,0,1,2,0,7,0,loezkun
55,1,1,27,0,1,1,19,0,0,3,3,0,7,0,yviday
22,1,2,23,0,1,0,580,2,0,0,1,0,7,0,oguzhancoban
22,1,2,20,0,1,0,42,31,0,0,1,0,7,0,roman__black
35,1,1,34,1,1,0,0,0,0,0,1,0,7,0,komlosip
16,1,1,20,1,1,0,437,5,0,1,2,0,7,0,rooliima
19,0,1,20,1,1,0,9,1,0,0,3,0,7,0,rebeccavrp
20,1,1,19,1,1,0,18,0,0,0,0,0,7,0,cediogo
15,1,1,17,1,1,0,42,1,0,0,0,0,7,0,windscene_
21,1,1,19,0,1,0,941,24,0,1,1,0,6,0,beatdownnem
40,1,1,25,1,1,0,829,2,0,0,1,0,6,0,igoraksyutin
17,1,1,19,0,1,0,8,6,0,0,0,0,6,0,strongbeat
19,0,1,17,0,1,0,1449,5,0,2,1,0,6,0,yanieyadamdam
19,1,1,19,1,0,0,37,9,0,1,1,0,6,0,terrorist9
14,1,2,15,0.5,1,0,31,1,0,1,2,0,6,0,ukatrupilempsa
21,0,1,21,0,1,0,0,0,0,0,2,0,6,0,giralunalunera
17,1,1,19,0,1,0,0,0,0,0,1,0,6,0,cahecher
21,1,1,18,0,1,0,42,1,0,0,1,0,6,0,se7enguy
17,0,1,18,0,1,0,64,3,0,1,1,0,6,0,mayrenmoreno
17,1,1,17,0,1,0,533,1,0,0,3,0,6,0,killingest
13,0,1,15,0,1,0,550,0,0,0,2,0,6,0,matteapye
16,0,1,30,1,1,0,609,5,0,1,0,0,6,0,suukarosa
25,0,1,28,1,1,0,0,0,0,0,2,0,6,0,anarabell
28,0,1,26,1,1,0,44,5,0,0,1,0,6,0,ko-lenka
24,1,1,25,1,1,0,0,5,0,0,2,0,6,1,comaamen86
21,1,1,21,1,1,0,25,1,0,0,1,0,6,1,dobbs507
21,1,1,20,1,1,0,51,2,0,0,1,1,6,0,pipikov
14,1,1,20,1,1,0,11,0,0,0,1,0,6,1,k0rg
19,0,1,16,1,1,0,7,2,0,0,2,0,6,0,somash_aq
20,1,2,21,0.5,1,0,11959,263,0,0,7,0,5,0,matt_riot
18,1,1,17,0,1,0,2993,1,0,1,2,0,5,0,vicioradke
19,0,1,21,0,1,0,2245,25,0,0,2,0,5,1,michi_cabrera
23,1,1,24,1,1,0,2486,0,0,0,1,0,5,1,danschmidt318
23,0,3,22,1,1,0,1080,55,0,0,3,0,5,1,brausestern
24,1,1,24,0,1,0,62,3,0,0,2,0,5,0,greydrakones
21,0,1,20,0,1,0,2,0,0,0,3,0,5,1,lillllie
15,0,1,19,0,1,0,707,1,0,2,1,0,5,0,kisslovertje
26,0,1,53,0,1,0,103,0,0,0,1,0,5,1,ejcope
44,1,1,37,0,1,0,0,0,0,0,1,0,5,0,ramma1852
17,0,1,20,0,1,0,21,5,0,0,2,0,5,0,rehpradoo
15,0,1,20,0,1,0,0,69,0,0,1,0,5,0,caterinacm
18,0,2,18,0,1,0,50,0,0,0,1,0,5,0,claradidam
16,0,1,18,0,1,0,0,5,0,0,2,0,5,0,bunnyokumura
18,0,2,16,0,2,0,3,11,0,1,1,0,5,1,barbieofthenile
24,0,2,31,1,1,0,962,0,0,0,2,0,5,0,karenjanice
22,1,1,27,1,1,0,0,0,0,0,1,0,5,1,rorybum
19,0,1,26,1,1,0,0,0,0,0,2,0,5,1,dj-soultaker
25,1,1,25,1,1,1,0,0,0,1,0,0,5,0,tirt_adam
15,0,1,17,1,1,0,15,0,0,0,1,0,5,1,ewajeromin
30,1,1,31,1,1,0,1351,0,0,0,1,0,4,0,alex81gd
15,0,1,17,0,1,0,1203,37,0,2,1,1,4,1,badgerbadgeryay
16,1,1,16,0,1,0,196,0,0,2,1,0,4,0,downil
15,1,1,18,1,1,0,3976,10,0,0,1,0,4,0,nitzpo
15,0,1,16,0,1,0,22,0,0,0,3,0,4,1,hattie-dee
25,1,1,29,1,1,0,0,0,0,0,1,0,4,0,toddmclay
24,1,1,24,1,1,0,181,6,0,0,2,0,4,0,exe_docent
18,1,1,18,1,1,0,0,0,0,0,1,0,4,1,thyrtien
15,0,1,18,1,1,0,0,0,0,0,3,0,4,1,zbpclark
22,1,5,24,0.6,4,0,18734,346,0,1,2,0,32,1,pogotopia
27,1,3,25,0.5,3,0,62749,389,0,1,3,0,59,1,firedo
19,1,3,19,0.5,2,0,2058,0,0,0,3,0,53,0,mioduch
18,0,6,19.33333333,0.5,1,0,6661,13,0,0,6,0,10,0,karinef_
27,1,5,28,0.666666667,1,0,751,335,0,0,2,0,32,1,exoplanetary
31,1,5,26,0.666666667,3,0,7011,78,0,0,1,0,28,1,chrish1980
56,1,2,48,0.5,1,0,125283,4,0,2,1,0,26,1,siggicapri01
21,1,2,18,0,1,0,11469,26,0,0,0,0,26,1,atomicrebirth
23,1,2,21,0,1,0,23692,253,0,1,1,0,26,1,joegullo618
17,1,2,17,0.5,1,0,14631,30,0,0,1,0,9,1,mister-hannes
16,0,2,20,0.5,2,0,356,91,0,1,1,0,5,1,felmichele
17,0,5,17.5,0,2,0,207,0,0,0,2,0,4,0,mintlavender
25,1,3,25.5,1,1,0,5122,4,0,0,3,0,33,0,minfan
25,1,10,22,0.25,2,0,31671,1,0,0,4,0,79,0,o%27mallz%21
15,0,6,16,0.166666667,1,0,1924,359,0,1,11,0,21,0,sialalalaa
21,1,9,21.14285714,0.5,1,1,51348,0,3,1,22,0,60,0,frozenscream
70,1,5,21,0.8,3,0,5051,85,0,0,18,0,24,1,jose_baconator
18,0,1,23,0,1,0,7711,6,0,0,2,0,18,1,jennyshinnya
18,1,5,23,0.25,2,0,7265,80,0,0,4,0,32,0,allesallens
26,0,7,27.5,0.8,2,0,9848,0,0,1,1,0,31,0,chokolyna
18,0,5,20,1,2,0,12601,44,0,0,11,0,7,0,fucking-error
25,1,3,28.5,0.666666667,1,0,4097,0,0,0,3,0,11,1,matthewcallis
24,1,2,23.5,0.5,1,0,1047,0,0,1,2,0,54,0,rec87
23,0,1,23,0,1,0,5611,45,0,1,3,0,38,0,_buka_
24,1,2,20,0,1,0,1509,39,0,0,1,0,11,1,kingweezy87
20,1,1,20,1,1,0,209,273,0,0,1,0,4,0,transehuman
22,1,2,23,0.5,2,0,379,27,0,1,4,1,27,0,dahzencex2
30,1,25,22.61538462,0.5,3,0,2861,9,1,1,9,0,43,0,szowim
22,1,5,25,1,2,0,27474,14,0,0,2,0,56,0,patrikrazem
28,1,1,18,0,1,0,6325,8,0,1,3,0,44,1,ericl24
25,1,9,25,1,0,0,35577,16,1,0,4,0,36,1,xen0n1
19,1,2,20,0.5,2,0,17279,3,0,0,13,0,30,1,deanlolol
19,1,2,19,0,1,0,1358,5,0,0,2,0,28,0,veluthre
13,1,1,17,1,1,0,5388,318,0,0,0,0,16,0,norkey7
19,0,2,16,0,2,0,0,0,0,0,1,0,13,0,talithawallace
17,0,1,18,1,1,0,1753,7,0,0,6,0,13,0,bululoveu
16,0,2,19,1,1,0,1003,59,0,0,3,0,12,0,svemcc
25,1,10,22.5,0.2,4,0,57134,29,0,1,11,0,47,0,juliomacba
23,1,3,22,0.5,3,0,6036,20,0,0,2,0,19,0,babenk0ff
19,0,2,29,1,2,0,4949,0,0,0,1,0,25,0,mr_crank
28,0,3,61,1,2,1,4914,161,1,1,2,1,50,0,whenyouwish
22,1,1,23,0,1,0,10913,17,0,0,0,0,25,1,michaeldeans
21,0,1,26,1,1,0,1095,0,0,1,1,0,46,1,xstefferzx
20,1,1,24,1,1,0,7662,80,0,0,0,0,23,0,shquark
28,1,4,21,0,2,0,19218,228,0,2,4,0,39,1,mangune
28,1,5,25,0.5,1,0,11012,47,14,0,6,0,72,0,thecryingtree
40,1,1,27,1,1,0,5709,533,1,5,1,1,62,1,ekokkonen
35,1,5,25.33333333,0.8,2,0,3390,28,1,1,7,0,58,1,p4lin
28,1,1,39,1,1,0,31459,19,0,0,1,1,13,1,listenrightmeow
28,1,5,26,0,2,0,6302,280,0,2,2,0,60,0,rocky1138
32,1,1,29,1,1,0,9156,0,0,0,1,0,50,0,kurles
14,0,3,45.5,0.333333333,2,0,27261,0,0,0,3,0,15,0,mwuhaha20
33,0,1,32,1,1,1,1974,16,1,1,1,0,56,0,annikey
17,1,90,20.10526316,0.740740741,12,1,13797,147,2,0,20,0,13,0,marcoscruvinel
20,0,96,23.82608696,0.682926829,19,3,60635,310,1,4,74,1,23,1,ameliafiend
21,1,47,27.1,0.583333333,9,1,64512,773,19,1,19,0,59,0,amshu
18,1,32,24.04166667,0.807692308,13,0,1093,405,3,0,34,0,20,0,waleed_xx9
26,1,39,31.16,0.866666667,8,6,72020,265,16,2,5,1,64,0,iraincensus
30,0,15,31.1,0.846153846,3,0,12800,70,36,1,842,1,60,1,tinichen
17,0,26,19.77777778,0.4,11,0,24803,586,2,0,62,0,19,0,alicealleycat
17,0,37,19.26086957,0.757575758,2,0,4726,123,0,0,10,0,11,0,paahlheta
38,1,26,31.1875,0.681818182,10,1,69428,115,6,0,47,0,71,1,progmetalfan
29,1,23,27.25,0.85,9,0,12331,497,0,1,2,0,54,0,ynnad82
22,1,15,23.16666667,0.466666667,1,0,10026,8,1,1,30,0,64,0,fr4jol4
22,1,14,23.81818182,0.071428571,9,0,3152,10,0,0,5,0,28,1,shadowdod
15,0,40,16.84,0.081081081,14,1,5562,41,0,0,12,1,5,0,arcticblur_
31,0,49,27.48,0.657142857,3,2,9607,8,0,1,17,0,50,1,mildredpoppins
24,1,20,26.3125,1,7,1,8947,2615,0,5,9,0,37,0,xpehope3
34,1,11,22.83333333,0.1,6,1,462,20,0,2,19,0,11,0,msameerkhan
21,0,7,22.83333333,0.333333333,2,0,7547,10,0,1,3,0,11,0,abbybent
28,0,12,26.14285714,1,3,1,4971,27,0,0,7,0,7,0,sopuliii
44,1,22,38.6,0.684210526,4,3,129347,338,0,4,18,0,42,1,badfaun
30,0,11,32.375,0.333333333,2,0,1785,130,0,0,8,0,61,0,fernandabrazil
31,0,65,31.84615385,0.66,20,5,12279,462,0,1,18,1,37,0,von_und_zu_herz
18,1,18,22.30769231,0.333333333,8,0,27978,192,0,0,2,0,4,1,victim_ryan
21,0,29,23.28,0.666666667,9,0,16716,29,0,0,18,0,16,0,thechibicat
19,1,7,19.57142857,0.428571429,3,0,2894,11,1,0,25,0,27,0,masterprog
15,0,7,18.4,0.666666667,2,0,1031,17,0,0,3,0,9,0,trusztrusz
46,1,41,38.85185185,0.617647059,15,5,53221,273,7,1,66,1,47,0,riddddim
18,1,6,20.8,1,6,0,4875,19,0,0,3,0,37,1,experimentalism
45,1,12,39.8,0.5,2,1,16564,39,0,0,1,1,48,1,wlm2048
19,0,10,20.16666667,0.714285714,3,0,2396,22,0,0,1,0,12,0,smirnitskaya_mp
29,1,19,26.3,0.8,7,0,34525,8,0,1,2,0,79,0,akestromer
26,1,11,24.16666667,0.777777778,2,0,24812,0,0,1,5,0,22,0,bocianovaty
20,1,6,20.25,1,2,0,25264,150,0,0,13,0,18,0,greeley_estates
29,1,16,24.14285714,0.6875,6,0,7353,0,0,1,8,0,43,0,alexxxi
24,1,64,24.52173913,0.75,20,4,201639,389,96,0,219,0,22,0,alhadis
25,1,11,22.18181818,0.636363636,2,0,24412,33,0,1,11,0,20,0,vesuvius777
19,1,31,17.45833333,0.318181818,4,2,7034,0,0,0,0,1,5,0,tioheitor
21,1,11,20.33333333,0.222222222,4,0,2756,55,0,1,4,0,26,0,santosalexis
23,1,20,23.57142857,0.4375,3,0,37940,121,1,0,29,0,60,1,srandall6
22,0,17,24.41666667,0.666666667,6,0,13625,235,0,0,0,0,11,0,kahllan
21,1,13,18.5,0.4,5,0,20991,3,1,0,26,0,36,1,seqilol
31,1,34,28.76923077,0.655172414,8,5,19358,81,3,0,122,0,82,0,yellowm
39,1,44,32.22222222,0.097560976,20,4,810,184,0,0,22,0,36,0,victortt33
22,1,9,23.28571429,0.625,4,0,1359,2,0,0,4,0,5,1,voerdur
37,1,23,28.66666667,0.75,10,2,26304,139,0,3,10,0,51,1,tim_ulrich
29,1,44,21.03846154,0.75,10,1,10593,57,0,1,26,1,26,0,mouse_fitz
15,1,37,18.03448276,0.567567568,4,0,6320,271,0,0,56,0,7,0,alex_tormentor
29,1,20,27.30769231,0.714285714,5,0,39442,665,0,0,3,1,71,1,sithforce
20,1,84,21.93220339,0.769230769,26,2,80762,716,51,0,666,1,30,0,kowaqqatzi
18,0,10,24.75,0.625,1,0,8553,0,0,0,5,0,42,0,macabremurder
21,1,14,21.25,0.166666667,7,2,4347,29,0,0,5,1,14,0,spekttrum
15,1,28,18.5,0.791666667,9,0,4737,43,1,1,149,0,9,0,hsisu
21,0,5,22.2,0.6,1,0,6598,10,0,0,1,0,64,1,ioiioiioi
19,1,6,20.2,1,2,0,16656,0,0,0,1,0,30,1,wirthie666
17,1,18,18.75,0.333333333,2,0,19244,120,0,0,6,0,13,0,meubius
14,0,6,15.2,0.166666667,2,0,1019,44,0,0,8,0,8,0,supereighty
19,1,17,20.85714286,0.6875,2,0,8911,3,1,0,12,0,35,0,zeppelinga
21,0,20,20.09090909,0.875,1,0,16936,100,4,0,13,0,8,0,jehlas
24,1,20,24.57894737,0.333333333,6,0,56163,86,4,0,23,0,48,0,tylersimpson23
21,0,7,23.57142857,0.857142857,5,2,1632,4,2,0,12,0,33,0,destclub
20,0,14,23.57142857,0.666666667,7,0,10679,145,0,1,5,0,48,0,katedeathwish
17,0,11,18.375,0.727272727,1,0,4584,42,0,0,4,0,16,1,rilakkuma-chan
26,0,58,28.5,0.903846154,23,1,25722,57,21,1,84,0,62,0,bloodymary6
32,1,49,28.30769231,0.707317073,7,1,139652,35,1,1,6,0,46,1,jaebisco
28,1,17,26.25,0.466666667,7,0,76120,195,1,2,3,0,57,0,phxferreira
22,1,32,25.7826087,0.615384615,3,1,3689,108,0,1,7,0,10,0,umblanumamiez
19,0,31,21.52380952,0.517241379,11,0,11340,279,1,1,54,0,41,0,dolinasmierci
26,1,15,28.66666667,0.8,2,0,42304,39,0,0,3,0,48,0,derekvanwinsen
20,1,47,25,0.682926829,16,1,10087,830,8,1,17,1,11,0,killua_sp
29,1,16,23.9375,0.25,2,1,4082,16,0,0,4,0,48,0,jiraiya23
22,1,9,22,0.444444444,3,0,39516,335,18,1,107,0,45,0,danielharrt
28,1,23,31.46666667,0.625,14,1,37766,66,0,0,20,0,34,0,tigerbitemarks
45,1,15,25.3,0.461538462,12,1,191228,579,1,0,13,1,32,0,stein276
35,0,34,32.65,0.857142857,14,0,8318,215,4,1,14,0,56,0,negruris
15,0,12,16.36363636,0.363636364,2,0,1489,31,0,0,4,0,6,0,nikendr
22,0,30,24.10714286,0.740740741,2,4,40706,102,0,0,10,0,77,1,brittyhead
19,0,54,21.15555556,0.745098039,21,4,24683,14,0,0,63,0,39,1,natalieya
19,0,8,21.6,0.2,3,0,522,4,0,0,4,0,19,0,namcollinz
23,1,26,23.04347826,0.75,1,2,10757,0,1,0,1,0,34,0,brunogmotta
24,0,43,25.24137931,0.65625,9,2,22866,1405,4,2,45,1,42,0,kerridark
32,1,14,24.23076923,0.923076923,5,0,18364,16,0,0,2,0,11,0,newjuanlu
27,1,27,27.0625,0.681818182,1,0,110871,12,0,0,26,0,76,1,theloes
22,1,13,21.5,0.75,4,0,25373,59,0,1,9,1,46,0,jezyczek
24,0,9,22.5,0.666666667,1,0,7111,8,0,0,3,0,6,0,laylinha_mah
22,0,20,22.92857143,0.833333333,4,2,27232,76,0,0,101,0,40,1,newyorkmarket
18,1,20,20.5,0.842105263,5,0,7441,57,3,1,67,0,26,1,theanspitzer
20,1,11,22.5,0.833333333,3,0,14095,77,0,0,13,0,24,0,nikoscook
24,1,11,20.42857143,0.5,4,1,19108,19,0,0,41,0,32,1,johnmate13
38,0,56,37.89473684,0.777777778,12,5,50359,7,5,0,85,0,53,1,berzerkolonia
17,0,39,18.37037037,0.424242424,11,0,4028,28,0,0,46,0,7,0,snowprincess_
30,1,11,23.125,0.5,8,2,10,1,0,1,5,0,36,1,yaro360
24,1,10,22.125,0.714285714,2,0,44686,0,0,0,2,0,48,0,vils0n
19,0,8,20.125,0.75,1,0,577,5,0,0,5,0,6,0,inashavaseany
22,1,14,21.83333333,0.692307692,2,0,16788,38,0,0,11,0,33,0,j_teles
18,0,21,20,0.55,3,0,21034,190,0,0,26,0,9,0,vveroniki
28,1,19,27.53846154,0.428571429,7,0,36643,1140,4,0,19,1,40,0,bukazzoid
22,1,40,23.64,0.7,10,0,39992,22,0,0,21,0,70,0,garsil
23,1,49,24.075,0.6,3,2,83353,73,3,1,56,0,66,1,theendofdays
17,0,31,20.09090909,0.678571429,10,1,11483,11,0,0,43,0,12,0,yasochka3
20,1,6,20.66666667,0.6,2,0,404,1,1,0,7,0,36,0,heety
23,1,4,23.25,0.333333333,3,0,27639,0,0,1,5,0,16,0,diegoo_o
19,0,4,19.25,1,2,0,480,12,0,1,2,0,16,0,happy_nesti
25,0,4,25.66666667,0,2,0,353,21,0,2,3,0,39,0,klara_asp
33,1,48,33.41666667,0.625,11,0,4523,19,0,0,21,1,60,1,k-wumm
17,1,6,18.25,0.4,2,0,6545,74,0,0,0,0,9,1,davidhuynhh
19,1,15,20.5,0.583333333,1,0,330290,83,0,0,15,0,36,1,hellgrn
22,1,7,20.25,0.8,1,0,4152,5,0,0,2,0,7,0,maartentak
18,1,9,18.16666667,0.375,1,0,10840,0,0,0,4,0,17,0,raphaoutprofile
16,1,30,21.08333333,0.777777778,7,2,753,143,0,0,9,0,6,0,simorock95
32,1,7,31.25,0.8,4,0,162315,36,0,0,21,0,82,0,wolfhearted
18,0,7,21.16666667,0.571428571,7,1,32747,135,0,2,14,0,20,0,mykyy0099
23,1,13,23.8,0.818181818,3,1,6370,8,0,0,4,1,48,0,stalkon
20,1,11,25.11111111,0.555555556,1,0,75022,3,0,0,0,0,32,0,richardtarta
16,1,20,18.8,0.388888889,3,0,6369,279,0,1,4,0,21,0,caio-crs
22,1,7,23.28571429,0.428571429,2,0,36469,109,0,0,8,0,36,0,kirst0ne
25,1,12,24.90909091,0.5,1,0,52418,0,0,0,8,0,26,1,johntv
22,1,16,22.90909091,0.583333333,8,2,62445,163,0,1,8,0,40,0,mrstrange_hs
24,1,30,23.20833333,0.892857143,9,0,42375,4,0,0,19,1,56,0,gabrielmdm
22,1,23,22.75,0.5,7,1,30699,287,0,0,38,0,60,0,hevron
20,1,32,20.40740741,0.766666667,3,0,23370,48,17,0,43,0,56,0,avensus
22,1,7,21.57142857,1,1,0,20944,424,0,0,2,0,18,0,piotrm00
32,1,9,26.57142857,0,3,2,108666,3852,0,1,4,0,14,1,brentill
20,1,23,23.125,0.681818182,11,1,22858,22,0,0,3,1,33,0,christood
19,0,18,21.13333333,0.9375,5,0,9480,74,0,1,90,0,53,1,bikinibini
20,1,60,20.22222222,0.406779661,14,0,71408,1,0,0,65,0,28,0,starkiller579
26,1,24,27.53846154,0.941176471,8,1,30597,159,0,0,12,0,49,0,aspiralslave
24,1,9,22.5,0.625,3,0,17288,36,1,0,7,0,59,1,rebellizm
23,1,4,22.5,0.5,3,0,772,73,0,0,7,0,25,0,rock3r159
21,0,22,21,0.80952381,6,0,6333,54,0,0,5,0,9,0,hauntingheart
24,1,9,24.5,0.6,1,0,13952,27,0,0,5,0,32,1,whitbrachna
30,1,7,29.5,0.5,3,1,21704,20,508,1,24,0,44,1,ligeirohi
15,0,14,16.27272727,0.166666667,6,0,1203,60,0,0,7,0,23,0,lucaa6
33,1,32,36.05555556,0.681818182,7,2,13891,75,1,1,31,0,59,0,brikkiebram
22,0,19,23.66666667,0.888888889,2,0,14484,87,0,0,11,0,42,0,nigoduko
21,1,54,22.40909091,0.591836735,13,1,2901,0,14,0,203,0,51,1,carlr3
28,0,66,33.79166667,0.816666667,21,2,8784,53,0,1,42,0,65,0,dark_angeldm
19,0,45,20.52777778,0.625,11,1,30189,320,0,0,96,1,46,0,zubicpila
17,0,54,19.95454546,0.659574468,13,0,4809,787,2,1,98,0,18,0,yukobizarra
20,0,60,25,0.509090909,9,6,44579,683,18,1,178,0,58,0,crazy_nightmare
20,1,21,22.42857143,0.722222222,3,0,13232,711,0,0,5,0,24,0,silver_28
22,0,23,25.46153846,0.4375,7,1,32401,45,0,0,7,0,31,0,exit_ghost
23,0,28,27.04761905,0.863636364,11,1,60538,909,35,1,258,0,68,1,o0z1sh
19,1,15,17.88888889,0.307692308,3,0,2841,78,0,0,5,1,9,0,kostya_savinyh
18,0,16,18.33333333,0.5625,3,0,6691,60,0,0,1,0,10,0,bruhrawwr
19,1,41,20.625,0.868421053,17,1,5607,60,6,0,22,0,14,0,ex3ez
22,1,31,22.58333333,0.642857143,8,1,129787,50,10,0,31,0,86,1,michaelbenson
21,0,34,21.17857143,0.515151515,7,1,110262,40,0,0,3,0,36,1,emzftw
25,1,32,26.25,0.666666667,12,2,32347,140,2,1,70,0,35,0,vrrroooaaarrr
38,1,36,31.82352941,0.714285714,14,5,134885,578,5,1,6,0,79,0,dpxamarok
17,1,22,17.2,0.190476191,12,0,16934,42,5,0,26,0,15,0,whatsername3
27,0,27,29.3125,0.65,10,4,12967,317,0,1,7,0,38,0,giugiu9
18,0,57,22,0.734693878,12,0,11984,87,0,0,1005,0,37,0,rockmusic4ever
37,1,23,31.77777778,0.772727273,7,2,9367,63,0,1,1,0,90,1,ringmaster
21,1,57,27.18181818,0.76,19,8,28862,177,1,5,2,0,29,0,lawr3nce
31,0,7,29.16666667,0.833333333,2,1,2808,0,0,0,0,0,32,1,calamitycate
21,1,26,19.21428571,0.857142857,2,0,16626,5,0,0,3,0,44,0,fredpl
27,1,10,29.71428571,0.888888889,2,0,39049,58,0,2,5,0,55,0,onionchild
19,0,38,22.37931035,0.676470588,4,0,7521,389,0,0,6,0,7,0,angelinasouza
18,0,14,19.1,0.538461539,4,0,2023,0,0,0,9,0,11,0,mertz008
15,0,29,17.58333333,0.518518519,4,0,633,17,0,1,11,0,8,0,breakingdapenis
16,0,39,18.03030303,0.342857143,5,1,16806,229,0,0,43,0,6,0,julhapaiva
18,1,11,21.375,0.875,5,0,13192,69,0,0,3,0,13,0,helloarty
29,0,14,33,0.8,7,7,27605,68,3,0,14,1,34,0,gosiagro
20,0,38,21,0.741935484,7,0,6874,22,0,0,13,0,11,0,sandraforthesun
22,0,12,22,0.5,7,0,7652,69,0,1,15,0,43,1,mountrastum
17,1,13,19,0.7,6,0,62779,932,1,0,19,0,28,1,blah_xd
18,0,10,18.875,0.666666667,5,0,12329,18,0,0,21,0,21,0,lisalalalala
28,1,8,29.125,0.875,2,0,14089,0,0,0,4,0,62,0,underkyld
26,0,18,35.75,0.642857143,10,0,12488,69,4,1,7,0,64,0,namurit
40,1,14,29.875,0.444444444,6,2,45868,0,0,3,4,0,69,0,geo3alex
40,0,63,34.68571429,0.765957447,16,7,17206,398,39,1,74,0,47,0,wendyvortex
24,0,32,28.06666667,0.862068966,16,1,24636,8,0,0,31,0,38,0,gogila
19,0,27,23.72727273,0.695652174,5,0,50963,890,0,0,19,0,28,1,missstellar
15,0,94,19.07894737,0.188235294,22,2,15962,280,0,2,19,0,19,0,iferns
18,1,46,22.38709677,0.575,14,1,130910,157,34,1,604,0,40,0,eurogoral
14,0,125,18.08333333,0.303571429,28,0,9744,88,0,0,99,0,16,0,metricie
27,0,19,27.28571429,0.5625,6,0,66559,23,6,0,23,0,63,0,photogirlkate
37,0,15,39.09090909,0.916666667,5,2,20081,130,3,1,16,0,93,1,ideoplast
47,1,22,32.15384615,0.45,6,3,27278,1338,2,5,20,0,74,1,blaecwulf
28,1,19,29.71428571,0.5625,2,0,23954,70,0,0,17,0,67,0,cfrederico
23,1,5,24.2,0,3,0,18997,64,1,0,2,0,23,0,marinyuk
19,1,10,21.2,0.555555556,8,0,44341,137,0,0,7,0,33,1,serenadetohate
26,1,18,21.53333333,0.8125,6,0,55582,22,0,2,16,0,50,0,eplusfan
19,1,19,19.46666667,0.235294118,1,0,24334,21,0,0,19,0,47,0,bobernh
22,1,8,19.66666667,0.714285714,3,0,29944,19,0,0,3,0,22,0,zayac316
24,1,14,25.66666667,0.714285714,3,1,6590,146,0,5,6,1,46,0,elrohircarnesir
18,1,48,21.625,0.615384615,12,1,105462,0,2,0,81,1,50,0,gronld
24,1,15,25.25,0.666666667,6,0,10989,259,15,0,4,0,32,1,michaelm1987
