Index,Seas_Ep,Season,Episode,Episode_Title,Character,Word_Count,Release_date,Duration,Rating,Writer_1,Writer_2,Director,US_Viewers,rate,rate_aud
3733,S2E1,2,1,The North Remembers,Tyrion Lannister,18,4/1/2012,53,8.8,George R.R. Martin,David Benioff,Alan Taylor,3.9,100.0,96.0
3734,S2E2,2,2,The Night Lands,Cersei Lannister,7,4/8/2012,54,8.5,George R.R. Martin,David Benioff,Alan Taylor,3.8,89.0,96.0
3735,S2E3,2,3,What Is Dead May Never Die,Catelyn Stark,4,4/15/2012,53,8.8,George R.R. Martin,David Benioff,Alik Sakharov,3.8,100.0,96.0
3736,S2E4,2,4,Garden of Bones,Robb Stark,3,4/22/2012,51,8.8,George R.R. Martin,David Benioff,David Petrarca,3.7,97.0,96.0
3737,S2E5,2,5,The Ghost of Harrenhal,Cersei Lannister,9,4/29/2012,55,8.8,George R.R. Martin,David Benioff,David Petrarca,3.9,96.0,96.0
3738,S2E6,2,6,The Old Gods and the New,Rodrik Cassel,17,5/6/2012,54,9.1,George R.R. Martin,David Benioff,David Nutter,3.9,100.0,96.0
3739,S2E7,2,7,A Man Without Honor,Ygritte,10,5/13/2012,56,8.9,George R.R. Martin,David Benioff,David Nutter,3.7,96.0,96.0
3740,S2E8,2,8,The Prince of Winterfell,Robb Stark,4,5/20/2012,54,8.8,George R.R. Martin,David Benioff,Alan Taylor,3.9,100.0,96.0
3741,S2E9,2,9,Blackwater,Bronn,3,5/27/2012,55,9.7,George R.R. Martin,David Benioff,Neil Marshall,3.4,100.0,96.0
3742,S2E10,2,10,Valar Morghulis,Brienne of Tarth,1,6/3/2012,64,9.4,George R.R. Martin,David Benioff,Alan Taylor,4.2,92.0,96.0
3743,S3E1,3,1,Valar Dohaeris,Mirelle,9,3/31/2013,55,8.8,George R.R. Martin,David Benioff,Daniel Minahan,4.4,98.0,97.0
3744,S3E2,3,2,"Dark Wings, Dark Words",Jaime Lannister,15,4/7/2013,56,8.6,George R.R. Martin,David Benioff,Daniel Minahan,4.3,89.0,97.0
3745,S3E3,3,3,Walk of Punishment,Jaime Lannister,5,4/14/2013,56,8.9,George R.R. Martin,David Benioff,David Benioff,4.7,92.0,97.0
3746,S3E4,3,4,And Now His Watch Is Ended,Bran Stark,1,4/21/2013,53,9.6,George R.R. Martin,David Benioff,Alex Graves,4.9,100.0,97.0
3747,S3E5,3,5,Kissed by Fire,Ygritte,4,4/28/2013,57,9.0,George R.R. Martin,David Benioff,Alex Graves,5.4,100.0,97.0
3748,S3E6,3,6,The Climb,Rickon Stark,4,5/5/2013,53,8.8,George R.R. Martin,David Benioff,Alik Sakharov,5.5,83.0,97.0
3749,S3E7,3,7,The Bear and the Maiden Fair,Robb Stark,5,5/12/2013,58,8.7,George R.R. Martin,David Benioff,Michelle MacLaren,4.8,77.0,97.0
3750,S3E8,3,8,Second Sons,Mero,13,5/19/2013,56,9.0,George R.R. Martin,David Benioff,Michelle MacLaren,5.1,97.0,97.0
3751,S3E9,3,9,The Rains of Castamere,Sandor Clegane,2,6/2/2013,51,9.9,George R.R. Martin,David Benioff,David Nutter,5.2,100.0,97.0
3752,S3E10,3,10,Mhysa,Joffrey Baratheon,3,6/9/2013,63,9.2,George R.R. Martin,David Benioff,David Nutter,5.4,100.0,97.0
3753,S4E1,4,1,Two Swords,Bronn,2,4/6/2014,58,9.1,George R.R. Martin,David Benioff,D.B. Weiss,6.6,95.0,97.0
3754,S4E2,4,2,The Lion and the Rose,Ramsay Snow,3,4/13/2014,52,9.7,George R.R. Martin,David Benioff,Alex Graves,6.3,100.0,97.0
3755,S4E3,4,3,Breaker of Chains,Tommen Baratheon,3,4/20/2014,57,8.9,George R.R. Martin,David Benioff,Alex Graves,6.6,96.0,97.0
3756,S4E4,4,4,Oathkeeper,Jaime Lannister,12,4/27/2014,55,8.8,George R.R. Martin,David Benioff,Michelle MacLaren,7.0,96.0,97.0
3757,S4E5,4,5,First of His Name,Jorah Mormont,16,5/4/2014,53,8.7,George R.R. Martin,David Benioff,Michelle MacLaren,7.2,98.0,97.0
3758,S4E6,4,6,The Laws of Gods and Men,Yara Greyjoy,109,5/11/2014,51,9.7,George R.R. Martin,David Benioff,Alik Sakharov,6.4,96.0,97.0
3759,S4E7,4,7,Mockingbird,Arya Stark,8,5/18/2014,51,9.1,George R.R. Martin,David Benioff,Alik Sakharov,7.2,100.0,97.0
3760,S4E8,4,8,The Mountain and the Viper,Grey Worm,6,6/1/2014,52,9.7,George R.R. Martin,David Benioff,Alex Graves,7.2,96.0,97.0
3761,S4E9,4,9,The Watchers on the Wall,Samwell Tarly,9,6/8/2014,51,9.6,George R.R. Martin,David Benioff,Neil Marshall,7.0,94.0,97.0
3762,S4E10,4,10,The Children,Jon Snow,25,6/15/2014,65,9.7,George R.R. Martin,David Benioff,Alex Graves,7.1,98.0,97.0
3763,S5E1,5,1,The Wars to Come,Lord Varys,8,4/12/2015,53,8.5,George R.R. Martin,David Benioff,Michael Slovis,8.0,96.0,90.0
3764,S5E2,5,2,The House of Black and White,Petyr Baelish,4,4/19/2015,56,8.5,George R.R. Martin,David Benioff,Michael Slovis,6.8,96.0,90.0
3765,S5E3,5,3,High Sparrow,Tommen Baratheon,8,4/26/2015,60,8.5,George R.R. Martin,David Benioff,Mark Mylod,6.7,100.0,90.0
3766,S5E4,5,4,Sons of the Harpy,Cersei Lannister,20,5/3/2015,51,8.7,George R.R. Martin,David Benioff,Mark Mylod,6.8,96.0,90.0
3767,S5E5,5,5,Kill the Boy,Tormund Giantsbane,48,5/10/2015,57,8.6,George R.R. Martin,David Benioff,Jeremy Podeswa,6.6,96.0,90.0
3768,S5E6,5,6,"Unbowed, Unbent, Unbroken",Jorah Mormont,4,5/17/2015,54,8.0,George R.R. Martin,David Benioff,Jeremy Podeswa,6.2,54.0,90.0
3769,S5E7,5,7,The Gift,Davos Seaworth,6,5/24/2015,59,9.0,George R.R. Martin,David Benioff,Miguel Sapochnik,5.4,83.0,90.0
3770,S5E8,5,8,Hardhome,Jaqen H'ghar,42,5/31/2015,61,9.9,George R.R. Martin,David Benioff,Miguel Sapochnik,7.0,100.0,90.0
3771,S5E9,5,9,The Dance of Dragons,Jaime Lannister,2,6/7/2015,52,9.5,George R.R. Martin,David Benioff,David Nutter,7.1,83.0,90.0
3772,S5E10,5,10,Mother's Mercy,Stannis Baratheon General,9,6/14/2015,60,9.1,George R.R. Martin,David Benioff,David Nutter,8.1,92.0,90.0
3773,S6E1,6,1,The Red Woman,Bolton Soldier,2,4/24/2016,50,8.5,George R.R. Martin,David Benioff,Jeremy Podeswa,7.9,86.0,93.0
3774,S6E2,6,2,Home,Lannister Captain,4,5/1/2016,54,9.4,George R.R. Martin,David Benioff,Jeremy Podeswa,7.3,87.0,93.0
3775,S6E3,6,3,Oathbreaker,Young Ned Stark,4,5/8/2016,52,8.7,George R.R. Martin,David Benioff,Daniel Sackheim,7.3,87.0,93.0
3776,S6E4,6,4,Book of the Stranger,Davos Seaworth,7,5/15/2016,59,9.1,George R.R. Martin,David Benioff,Daniel Sackheim,7.8,100.0,93.0
3777,S6E5,6,5,The Door,Lady Crane,2,5/22/2016,57,9.7,George R.R. Martin,David Benioff,Jack Bender,7.9,98.0,93.0
3778,S6E6,6,6,Blood of My Blood,Tommen Baratheon,3,5/29/2016,52,8.4,George R.R. Martin,David Benioff,Jack Bender,6.7,88.0,93.0
3779,S6E7,6,7,The Broken Man,Olenna Tyrell,11,6/5/2016,51,8.6,George R.R. Martin,David Benioff,Mark Mylod,7.8,98.0,93.0
3780,S6E8,6,8,No One,Lord Varys,22,6/12/2016,59,8.4,George R.R. Martin,David Benioff,Mark Mylod,7.6,85.0,93.0
3781,S6E9,6,9,Battle of the Bastards,Jon Snow,2,6/19/2016,60,9.9,George R.R. Martin,David Benioff,Miguel Sapochnik,7.7,98.0,93.0
3782,S6E10,6,10,The Winds of Winter,Jaime Lannister,3,6/26/2016,68,9.9,George R.R. Martin,David Benioff,Miguel Sapochnik,8.9,99.0,93.0
3783,S7E1,7,1,Dragonstone,Jon Snow,15,7/16/2017,59,8.6,George R.R. Martin,David Benioff,Jeremy Podeswa,10.1,93.0,82.0
3784,S7E2,7,2,Stormborn,Tyrion Lannister,5,7/23/2017,59,8.9,George R.R. Martin,David Benioff,Mark Mylod,9.3,96.0,82.0
3785,S7E3,7,3,The Queen's Justice,Davos Seaworth,5,7/30/2017,63,9.2,George R.R. Martin,David Benioff,Mark Mylod,9.3,89.0,82.0
3786,S7E4,7,4,The Spoils of War,Bran Stark,3,8/6/2017,50,9.8,George R.R. Martin,David Benioff,Matt Shakman,10.2,97.0,82.0
3787,S7E5,7,5,Eastwatch,Jon Snow,4,8/13/2017,59,8.8,George R.R. Martin,David Benioff,Matt Shakman,10.7,95.0,82.0
3788,S7E6,7,6,Beyond the Wall,Sansa Stark,8,8/20/2017,70,9.0,George R.R. Martin,David Benioff,Alan Taylor,10.2,84.0,82.0
3789,S7E7,7,7,The Dragon and the Wolf,Sandor Clegane,6,8/27/2017,80,9.4,George R.R. Martin,David Benioff,Jeremy Podeswa,12.1,87.0,82.0
3790,S8E1,8,1,Winterfell,Jon Snow,5,4/14/2019,54,7.6,George R.R. Martin,David Benioff,David Nutter,11.8,92.0,30.0
3791,S8E2,8,2,A Knight of the Seven Kingdoms,Jaime Lannister,5,4/21/2019,58,7.9,George R.R. Martin,David Benioff,David Nutter,10.3,88.0,30.0
3792,S8E3,8,3,The Long Night,Northern Soldier #13,5,4/28/2019,82,7.5,George R.R. Martin,David Benioff,Miguel Sapochnik,12.0,74.0,30.0
3793,S8E4,8,4,The Last of the Starks,Tormund Giantsbane,3,5/5/2019,78,5.5,George R.R. Martin,David Benioff,David Nutter,11.8,57.0,30.0
3794,S8E5,8,5,The Bells,Daenerys Targaryen,49,5/12/2019,78,6.0,George R.R. Martin,David Benioff,Miguel Sapochnik,12.5,49.0,30.0
3795,S8E6,8,6,The Iron Throne,Tyrion Lannister,37,5/19/2019,80,4.1,George R.R. Martin,David Benioff,David Benioff,13.6,48.0,30.0
3796,S1E1,1,1,Winter Is Coming,Eddard Stark,6,4/17/2011,62,9.1,David Benioff,D.B. Weiss,Timothy Van Patten,2.2,100.0,96.0
3797,S1E2,1,2,The Kingsroad,Jaime Lannister,67,4/24/2011,56,8.8,David Benioff,D.B. Weiss,Timothy Van Patten,2.2,100.0,96.0
3798,S1E3,1,3,Lord Snow,Joffrey Baratheon,2,5/1/2011,58,8.7,David Benioff,D.B. Weiss,Brian Kirk,2.4,86.0,96.0
3799,S1E4,1,4,"Cripples, Bastards, and Broken Things",Alliser Thorne,15,5/8/2011,56,8.8,David Benioff,D.B. Weiss,Brian Kirk,2.5,100.0,96.0
3800,S1E5,1,5,The Wolf and the Lion,Renly Baratheon,7,5/15/2011,55,9.1,David Benioff,D.B. Weiss,Brian Kirk,2.6,95.0,96.0
3801,S1E6,1,6,A Golden Crown,Osha,6,5/22/2011,53,9.2,David Benioff,D.B. Weiss,Daniel Minahan,2.4,100.0,96.0
3802,S1E7,1,7,You Win or You Die,Petyr Baelish,13,5/29/2011,58,9.2,David Benioff,D.B. Weiss,Daniel Minahan,2.4,100.0,96.0
3803,S1E8,1,8,The Pointy End,Eddard Stark,9,6/5/2011,59,9.0,David Benioff,D.B. Weiss,Daniel Minahan,2.7,100.0,96.0
3804,S1E9,1,9,Baelor,Catelyn Stark,6,6/12/2011,57,9.6,David Benioff,D.B. Weiss,Alan Taylor,2.7,100.0,96.0
3805,S1E10,1,10,Fire and Blood,Joffrey Baratheon,11,6/19/2011,53,9.5,David Benioff,D.B. Weiss,Alan Taylor,3.0,100.0,96.0
3806,S2E1,2,1,The North Remembers,Cersei Lannister,5,4/1/2012,53,8.8,George R.R. Martin,David Benioff,Alan Taylor,3.9,100.0,96.0
3807,S2E2,2,2,The Night Lands,Alton Lannister,4,4/8/2012,54,8.5,George R.R. Martin,David Benioff,Alan Taylor,3.8,89.0,96.0
3808,S2E3,2,3,What Is Dead May Never Die,Renly Baratheon,26,4/15/2012,53,8.8,George R.R. Martin,David Benioff,Alik Sakharov,3.8,100.0,96.0
3809,S2E4,2,4,Garden of Bones,Talisa Maegyr,10,4/22/2012,51,8.8,George R.R. Martin,David Benioff,David Petrarca,3.7,97.0,96.0
3810,S2E5,2,5,The Ghost of Harrenhal,Tyrion Lannister,23,4/29/2012,55,8.8,George R.R. Martin,David Benioff,David Petrarca,3.9,96.0,96.0
3811,S2E6,2,6,The Old Gods and the New,Theon Greyjoy,15,5/6/2012,54,9.1,George R.R. Martin,David Benioff,David Nutter,3.9,100.0,96.0
3812,S2E7,2,7,A Man Without Honor,Jon Snow,13,5/13/2012,56,8.9,George R.R. Martin,David Benioff,David Nutter,3.7,96.0,96.0
3813,S2E8,2,8,The Prince of Winterfell,Talisa Maegyr,3,5/20/2012,54,8.8,George R.R. Martin,David Benioff,Alan Taylor,3.9,100.0,96.0
3814,S2E9,2,9,Blackwater,Sandor Clegane,7,5/27/2012,55,9.7,George R.R. Martin,David Benioff,Neil Marshall,3.4,100.0,96.0
3815,S2E10,2,10,Valar Morghulis,Jaime Lannister,39,6/3/2012,64,9.4,George R.R. Martin,David Benioff,Alan Taylor,4.2,92.0,96.0
3816,S3E1,3,1,Valar Dohaeris,Bronn,7,3/31/2013,55,8.8,George R.R. Martin,David Benioff,Daniel Minahan,4.4,98.0,97.0
3817,S3E2,3,2,"Dark Wings, Dark Words",Brienne of Tarth,1,4/7/2013,56,8.6,George R.R. Martin,David Benioff,Daniel Minahan,4.3,89.0,97.0
3818,S3E3,3,3,Walk of Punishment,Brienne of Tarth,19,4/14/2013,56,8.9,George R.R. Martin,David Benioff,David Benioff,4.7,92.0,97.0
3819,S3E4,3,4,And Now His Watch Is Ended,Jojen Reed,3,4/21/2013,53,9.6,George R.R. Martin,David Benioff,Alex Graves,4.9,100.0,97.0
3820,S3E5,3,5,Kissed by Fire,Jon Snow,3,4/28/2013,57,9.0,George R.R. Martin,David Benioff,Alex Graves,5.4,100.0,97.0
3821,S3E6,3,6,The Climb,Meera Reed,5,5/5/2013,53,8.8,George R.R. Martin,David Benioff,Alik Sakharov,5.5,83.0,97.0
3822,S3E7,3,7,The Bear and the Maiden Fair,Talisa Maegyr,5,5/12/2013,58,8.7,George R.R. Martin,David Benioff,Michelle MacLaren,4.8,77.0,97.0
3823,S3E8,3,8,Second Sons,Grey Worm,7,5/19/2013,56,9.0,George R.R. Martin,David Benioff,Michelle MacLaren,5.1,97.0,97.0
3824,S3E9,3,9,The Rains of Castamere,Arya Stark,14,6/2/2013,51,9.9,George R.R. Martin,David Benioff,David Nutter,5.2,100.0,97.0
3825,S3E10,3,10,Mhysa,Cersei Lannister,1,6/9/2013,63,9.2,George R.R. Martin,David Benioff,David Nutter,5.4,100.0,97.0
3826,S4E1,4,1,Two Swords,Podrick Payne,27,4/6/2014,58,9.1,George R.R. Martin,David Benioff,D.B. Weiss,6.6,95.0,97.0
3827,S4E2,4,2,The Lion and the Rose,Roose Bolton,7,4/13/2014,52,9.7,George R.R. Martin,David Benioff,Alex Graves,6.3,100.0,97.0
3828,S4E3,4,3,Breaker of Chains,Tywin Lannister,77,4/20/2014,57,8.9,George R.R. Martin,David Benioff,Alex Graves,6.6,96.0,97.0
3829,S4E4,4,4,Oathkeeper,Bronn,44,4/27/2014,55,8.8,George R.R. Martin,David Benioff,Michelle MacLaren,7.0,96.0,97.0
3830,S4E5,4,5,First of His Name,Jorah Mormont,61,5/4/2014,53,8.7,George R.R. Martin,David Benioff,Michelle MacLaren,7.2,98.0,97.0
3831,S4E6,4,6,The Laws of Gods and Men,Myranda,1,5/11/2014,51,9.7,George R.R. Martin,David Benioff,Alik Sakharov,6.4,96.0,97.0
3832,S4E7,4,7,Mockingbird,Sandor Clegane,3,5/18/2014,51,9.1,George R.R. Martin,David Benioff,Alik Sakharov,7.2,100.0,97.0
3833,S4E8,4,8,The Mountain and the Viper,Missandei,5,6/1/2014,52,9.7,George R.R. Martin,David Benioff,Alex Graves,7.2,96.0,97.0
3834,S4E9,4,9,The Watchers on the Wall,Maester Aemon,58,6/8/2014,51,9.6,George R.R. Martin,David Benioff,Neil Marshall,7.0,94.0,97.0
3835,S4E10,4,10,The Children,Grand Maester Pycelle,16,6/15/2014,65,9.7,George R.R. Martin,David Benioff,Alex Graves,7.1,98.0,97.0
3836,S5E1,5,1,The Wars to Come,Tyrion Lannister,6,4/12/2015,53,8.5,George R.R. Martin,David Benioff,Michael Slovis,8.0,96.0,90.0
3837,S5E2,5,2,The House of Black and White,Brienne of Tarth,14,4/19/2015,56,8.5,George R.R. Martin,David Benioff,Michael Slovis,6.8,96.0,90.0
3838,S5E3,5,3,High Sparrow,Margaery Tyrell,32,4/26/2015,60,8.5,George R.R. Martin,David Benioff,Mark Mylod,6.7,100.0,90.0
3839,S5E4,5,4,Sons of the Harpy,High Sparrow,10,5/3/2015,51,8.7,George R.R. Martin,David Benioff,Mark Mylod,6.8,96.0,90.0
3840,S5E5,5,5,Kill the Boy,Othell Yarwyck,7,5/10/2015,57,8.6,George R.R. Martin,David Benioff,Jeremy Podeswa,6.6,96.0,90.0
3841,S5E6,5,6,"Unbowed, Unbent, Unbroken",Joss,2,5/17/2015,54,8.0,George R.R. Martin,David Benioff,Jeremy Podeswa,6.2,54.0,90.0
3842,S5E7,5,7,The Gift,Stannis Baratheon,8,5/24/2015,59,9.0,George R.R. Martin,David Benioff,Miguel Sapochnik,5.4,83.0,90.0
3843,S5E8,5,8,Hardhome,Arya Stark,3,5/31/2015,61,9.9,George R.R. Martin,David Benioff,Miguel Sapochnik,7.0,100.0,90.0
3844,S5E9,5,9,The Dance of Dragons,Myrcella Baratheon,1,6/7/2015,52,9.5,George R.R. Martin,David Benioff,David Nutter,7.1,83.0,90.0
3845,S5E10,5,10,Mother's Mercy,Stannis Baratheon Soldier #4,4,6/14/2015,60,9.1,George R.R. Martin,David Benioff,David Nutter,8.1,92.0,90.0
3846,S6E1,6,1,The Red Woman,Brienne of Tarth,36,4/24/2016,50,8.5,George R.R. Martin,David Benioff,Jeremy Podeswa,7.9,86.0,93.0
3847,S6E2,6,2,Home,Cersei Lannister,5,5/1/2016,54,9.4,George R.R. Martin,David Benioff,Jeremy Podeswa,7.3,87.0,93.0
3848,S6E3,6,3,Oathbreaker,Bran Stark,5,5/8/2016,52,8.7,George R.R. Martin,David Benioff,Daniel Sackheim,7.3,87.0,93.0
3849,S6E4,6,4,Book of the Stranger,Brienne of Tarth,12,5/15/2016,59,9.1,George R.R. Martin,David Benioff,Daniel Sackheim,7.8,100.0,93.0
3850,S6E5,6,5,The Door,Camello,2,5/22/2016,57,9.7,George R.R. Martin,David Benioff,Jack Bender,7.9,98.0,93.0
3851,S6E6,6,6,Blood of My Blood,Margaery Tyrell,16,5/29/2016,52,8.4,George R.R. Martin,David Benioff,Jack Bender,6.7,88.0,93.0
3852,S6E7,6,7,The Broken Man,Margaery Tyrell,30,6/5/2016,51,8.6,George R.R. Martin,David Benioff,Mark Mylod,7.8,98.0,93.0
3853,S6E8,6,8,No One,Tyrion Lannister,10,6/12/2016,59,8.4,George R.R. Martin,David Benioff,Mark Mylod,7.6,85.0,93.0
3854,S6E9,6,9,Battle of the Bastards,Sansa Stark,18,6/19/2016,60,9.9,George R.R. Martin,David Benioff,Miguel Sapochnik,7.7,98.0,93.0
3855,S6E10,6,10,The Winds of Winter,Bronn,3,6/26/2016,68,9.9,George R.R. Martin,David Benioff,Miguel Sapochnik,8.9,99.0,93.0
3856,S7E1,7,1,Dragonstone,Sansa Stark,39,7/16/2017,59,8.6,George R.R. Martin,David Benioff,Jeremy Podeswa,10.1,93.0,82.0
3857,S7E2,7,2,Stormborn,Daenerys Targaryen,3,7/23/2017,59,8.9,George R.R. Martin,David Benioff,Mark Mylod,9.3,96.0,82.0
3858,S7E3,7,3,The Queen's Justice,Daenerys Targaryen,20,7/30/2017,63,9.2,George R.R. Martin,David Benioff,Mark Mylod,9.3,89.0,82.0
3859,S7E4,7,4,The Spoils of War,Meera Reed,6,8/6/2017,50,9.8,George R.R. Martin,David Benioff,Matt Shakman,10.2,97.0,82.0
3860,S7E5,7,5,Eastwatch,Daenerys Targaryen,1,8/13/2017,59,8.8,George R.R. Martin,David Benioff,Matt Shakman,10.7,95.0,82.0
3861,S7E6,7,6,Beyond the Wall,Arya Stark,61,8/20/2017,70,9.0,George R.R. Martin,David Benioff,Alan Taylor,10.2,84.0,82.0
3862,S7E7,7,7,The Dragon and the Wolf,Brienne of Tarth,14,8/27/2017,80,9.4,George R.R. Martin,David Benioff,Jeremy Podeswa,12.1,87.0,82.0
3863,S8E1,8,1,Winterfell,Arya Stark,3,4/14/2019,54,7.6,George R.R. Martin,David Benioff,David Nutter,11.8,92.0,30.0
3864,S8E2,8,2,A Knight of the Seven Kingdoms,Bran Stark,20,4/21/2019,58,7.9,George R.R. Martin,David Benioff,David Nutter,10.3,88.0,30.0
3865,S8E3,8,3,The Long Night,Grey Worm,6,4/28/2019,82,7.5,George R.R. Martin,David Benioff,Miguel Sapochnik,12.0,74.0,30.0
3866,S8E4,8,4,The Last of the Starks,Winterfell Man #11,2,5/5/2019,78,5.5,George R.R. Martin,David Benioff,David Nutter,11.8,57.0,30.0
3867,S8E5,8,5,The Bells,Jon Snow,10,5/12/2019,78,6.0,George R.R. Martin,David Benioff,Miguel Sapochnik,12.5,49.0,30.0
3868,S8E6,8,6,The Iron Throne,Jon Snow,6,5/19/2019,80,4.1,George R.R. Martin,David Benioff,David Benioff,13.6,48.0,30.0
3869,S1E1,1,1,Winter Is Coming,Jon Snow,3,4/17/2011,62,9.1,David Benioff,D.B. Weiss,Timothy Van Patten,2.2,100.0,96.0
3870,S1E2,1,2,The Kingsroad,Jon Snow,7,4/24/2011,56,8.8,David Benioff,D.B. Weiss,Timothy Van Patten,2.2,100.0,96.0
3871,S1E3,1,3,Lord Snow,Cersei Lannister,16,5/1/2011,58,8.7,David Benioff,D.B. Weiss,Brian Kirk,2.4,86.0,96.0
3872,S1E4,1,4,"Cripples, Bastards, and Broken Things",Samwell Tarly,5,5/8/2011,56,8.8,David Benioff,D.B. Weiss,Brian Kirk,2.5,100.0,96.0
3873,S1E5,1,5,The Wolf and the Lion,Sansa Stark,4,5/15/2011,55,9.1,David Benioff,D.B. Weiss,Brian Kirk,2.6,95.0,96.0
3874,S1E6,1,6,A Golden Crown,Stiv,13,5/22/2011,53,9.2,David Benioff,D.B. Weiss,Daniel Minahan,2.4,100.0,96.0
3875,S1E7,1,7,You Win or You Die,Ros,5,5/29/2011,58,9.2,David Benioff,D.B. Weiss,Daniel Minahan,2.4,100.0,96.0
3876,S1E8,1,8,The Pointy End,Lord Varys,40,6/5/2011,59,9.0,David Benioff,D.B. Weiss,Daniel Minahan,2.7,100.0,96.0
3877,S1E9,1,9,Baelor,Walder Frey,20,6/12/2011,57,9.6,David Benioff,D.B. Weiss,Alan Taylor,2.7,100.0,96.0
3878,S1E10,1,10,Fire and Blood,Sansa Stark,12,6/19/2011,53,9.5,David Benioff,D.B. Weiss,Alan Taylor,3.0,100.0,96.0
3879,S2E1,2,1,The North Remembers,Tyrion Lannister,34,4/1/2012,53,8.8,George R.R. Martin,David Benioff,Alan Taylor,3.9,100.0,96.0
3880,S2E2,2,2,The Night Lands,Cersei Lannister,11,4/8/2012,54,8.5,George R.R. Martin,David Benioff,Alan Taylor,3.8,89.0,96.0
3881,S2E3,2,3,What Is Dead May Never Die,Catelyn Stark,12,4/15/2012,53,8.8,George R.R. Martin,David Benioff,Alik Sakharov,3.8,100.0,96.0
3882,S2E4,2,4,Garden of Bones,Robb Stark,11,4/22/2012,51,8.8,George R.R. Martin,David Benioff,David Petrarca,3.7,97.0,96.0
3883,S2E5,2,5,The Ghost of Harrenhal,Cersei Lannister,21,4/29/2012,55,8.8,George R.R. Martin,David Benioff,David Petrarca,3.9,96.0,96.0
3884,S2E6,2,6,The Old Gods and the New,Rodrik Cassel,7,5/6/2012,54,9.1,George R.R. Martin,David Benioff,David Nutter,3.9,100.0,96.0
3885,S2E7,2,7,A Man Without Honor,Ygritte,18,5/13/2012,56,8.9,George R.R. Martin,David Benioff,David Nutter,3.7,96.0,96.0
3886,S2E8,2,8,The Prince of Winterfell,Robb Stark,9,5/20/2012,54,8.8,George R.R. Martin,David Benioff,Alan Taylor,3.9,100.0,96.0
3887,S2E9,2,9,Blackwater,Bronn,6,5/27/2012,55,9.7,George R.R. Martin,David Benioff,Neil Marshall,3.4,100.0,96.0
3888,S2E10,2,10,Valar Morghulis,Brienne of Tarth,4,6/3/2012,64,9.4,George R.R. Martin,David Benioff,Alan Taylor,4.2,92.0,96.0
3889,S3E1,3,1,Valar Dohaeris,Mirelle,8,3/31/2013,55,8.8,George R.R. Martin,David Benioff,Daniel Minahan,4.4,98.0,97.0
3890,S3E2,3,2,"Dark Wings, Dark Words",Jaime Lannister,5,4/7/2013,56,8.6,George R.R. Martin,David Benioff,Daniel Minahan,4.3,89.0,97.0
3891,S3E3,3,3,Walk of Punishment,Jaime Lannister,27,4/14/2013,56,8.9,George R.R. Martin,David Benioff,David Benioff,4.7,92.0,97.0
3892,S3E4,3,4,And Now His Watch Is Ended,Catelyn Stark,1,4/21/2013,53,9.6,George R.R. Martin,David Benioff,Alex Graves,4.9,100.0,97.0
3893,S3E5,3,5,Kissed by Fire,Ygritte,47,4/28/2013,57,9.0,George R.R. Martin,David Benioff,Alex Graves,5.4,100.0,97.0
3894,S3E6,3,6,The Climb,Bran Stark,4,5/5/2013,53,8.8,George R.R. Martin,David Benioff,Alik Sakharov,5.5,83.0,97.0
3895,S3E7,3,7,The Bear and the Maiden Fair,Robb Stark,4,5/12/2013,58,8.7,George R.R. Martin,David Benioff,Michelle MacLaren,4.8,77.0,97.0
3896,S3E8,3,8,Second Sons,Daenerys Targaryen,5,5/19/2013,56,9.0,George R.R. Martin,David Benioff,Michelle MacLaren,5.1,97.0,97.0
3897,S3E9,3,9,The Rains of Castamere,Sandor Clegane,2,6/2/2013,51,9.9,George R.R. Martin,David Benioff,David Nutter,5.2,100.0,97.0
3898,S3E10,3,10,Mhysa,Tywin Lannister,2,6/9/2013,63,9.2,George R.R. Martin,David Benioff,David Nutter,5.4,100.0,97.0
3899,S4E1,4,1,Two Swords,Tyrion Lannister,5,4/6/2014,58,9.1,George R.R. Martin,David Benioff,D.B. Weiss,6.6,95.0,97.0
3900,S4E2,4,2,The Lion and the Rose,Ramsay Snow,3,4/13/2014,52,9.7,George R.R. Martin,David Benioff,Alex Graves,6.3,100.0,97.0
3901,S4E3,4,3,Breaker of Chains,Tommen Baratheon,1,4/20/2014,57,8.9,George R.R. Martin,David Benioff,Alex Graves,6.6,96.0,97.0
3902,S4E4,4,4,Oathkeeper,Jaime Lannister,30,4/27/2014,55,8.8,George R.R. Martin,David Benioff,Michelle MacLaren,7.0,96.0,97.0
3903,S4E5,4,5,First of His Name,Daenerys Targaryen,6,5/4/2014,53,8.7,George R.R. Martin,David Benioff,Michelle MacLaren,7.2,98.0,97.0
3904,S4E6,4,6,The Laws of Gods and Men,Yara Greyjoy,23,5/11/2014,51,9.7,George R.R. Martin,David Benioff,Alik Sakharov,6.4,96.0,97.0
3905,S4E7,4,7,Mockingbird,Rorge,1,5/18/2014,51,9.1,George R.R. Martin,David Benioff,Alik Sakharov,7.2,100.0,97.0
3906,S4E8,4,8,The Mountain and the Viper,Grey Worm,6,6/1/2014,52,9.7,George R.R. Martin,David Benioff,Alex Graves,7.2,96.0,97.0
3907,S4E9,4,9,The Watchers on the Wall,Samwell Tarly,3,6/8/2014,51,9.6,George R.R. Martin,David Benioff,Neil Marshall,7.0,94.0,97.0
